name,aka,page_start,page_end,row_count,chars_count,ks.,firstlast,dob
"Tossu, Gabriel","ks. Ahti, Eino H.",458,458,1,17,1,Gabriel Tossu,
"Travers-Borgstroem, Arthur Hjalmar",ks. Vagabond,458,458,1,12,1,Arthur Hjalmar Travers-Borgstroem,
"Tuhkanen, Maunu",,458,459,13,574,0,Maunu Tuhkanen,14.2.1899
"Tuike, Aini",Anna Tuomola,459,459,4,136,0,Aini Tuike,
"Tuli, Felix","ks. Tervapää, Juhani",459,459,1,20,1,Felix Tuli,
"Tulimaa, Ilmari",Rudolf Railo,459,459,5,166,0,Ilmari Tulimaa,
"Tulonen, Sirkka-Liisa","ks. Selja, Sirkka",459,459,1,17,1,Sirkka-Liisa Tulonen,
"Tuomikoski, Aino Alice",aik. Anttila,459,459,76,2885,0,Aino Alice Tuomikoski,7.5.1889
"Tuomikoski, Vieno Jaakko",,459,460,22,904,0,Vieno Jaakko Tuomikoski,28.7.1885
"Tuominen, Mirjam Irene",,460,461,121,5337,0,Mirjam Irene Tuominen,19.4.1913
"Tuomioja, Erkki","ks. Tuomola, Eero",461,461,1,17,1,Erkki Tuomioja,
"Tuomola, Anna","ks. Tuike, Aini",461,461,1,15,1,Anna Tuomola,
"Tuomola, Eero","Eero Sotanuotio, Erkki Tuomioja",461,461,15,598,0,Eero Tuomola,
"Tuomola, Olavi Kaarle Johannes",Toivo Luolama,461,461,53,1954,0,Olavi Kaarle Johannes Tuomola,14.6.1907
"Tuompo, E.E.","Emil Erik Tuompo,; v:een 1900 Erikson",461,461,11,401,0,E.E. Tuompo,
"Tuompo, W.E.",Wiljo Einar Tuompo,461,462,33,1348,0,W.E. Tuompo,23.9.1893
"Tuovinen, Kaari","ks. Kasurinen, Anna",462,462,1,19,1,Kaari Tuovinen,
"Tuovinen, Tuomi /salanimi/",,462,462,3,128,0,Tuomi /salanimi/ Tuovinen,
"Turja, Kaarlo Ilmari",Teini,462,463,104,4064,0,Kaarlo Ilmari Turja,28.10.1901
"Turkia, Matti",,463,463,17,656,0,Matti Turkia,26.2.1871
"Turner, Elisabeth","ks. Aston, Denys",463,463,1,16,1,Elisabeth Turner,
"Turtiainen, Arvo Albin",,463,465,202,8616,0,Arvo Albin Turtiainen,16.9.1904
"Turunen, Annikki Anna Vilhelmiina",Annikki Talvimaa,465,465,39,1546,0,Annikki Anna Vilhelmiina Turunen,21.12.1905
"Turunen, Kaarlo A.",Kaarlo Arvid Turunen,465,465,9,367,0,Kaarlo A. Turunen,30.11.1903
Tuttu Paristo,"ks. Serp ja Soini, Elsa",465,465,1,23,1,Tuttu Paristo,
Tuulia,"ks. Tuulio, Tyyne",465,465,1,17,1,Tuulia,
"Tuulio, Tyyni Maria","Tyyni Haapanen-Tallgren, Jeannette, Tuulia",465,467,228,8789,0,Tyyni Maria Tuulio,28.8.1892
"Tuurna, Arno","ks. Thuneberg, Arno",467,467,1,19,1,Arno Tuurna,
Tuus,"ks. Märtenson, Gunnar",467,467,1,21,1,Tuus,
Tuus & Game,"ks. Märtenson, Gunnar",467,467,1,21,1,Tuus & Game,
"Tynell, Hellin Sylvia",Hellin Tynelä; 1933—1941 Silvekoski,467,468,79,3202,0,Hellin Sylvia Tynell,2.6.1909
"Tynni, Aale",Aale Maria Tynni-Haavio,468,469,218,9492,0,Aale Tynni,3.10.1913
"Tyyne, Maija","ks. Salminen, Tyyne Maija",469,469,1,25,1,Maija Tyyne,
"Tang, Anders Hjalmar",,469,470,16,647,0,Anders Hjalmar Tang,20.11.1887
"Täng, Melita Maria",,470,470,24,953,0,Melita Maria Täng,12.5.1903
"Törmä, Toivo Topi",,470,470,26,1079,0,Toivo Topi Törmä,11.5.1916
"Törmänen, V.E.","Vilho Edvard Törmänen, aik. Kyrö",470,470,56,2266,0,V.E. Törmänen,12.4.1886
"Törne, Bengt Axel von",,470,471,34,1429,0,Bengt Axel von Törne,22.11.1891
"Törnqvist, Fritjof",,471,471,2,61,0,Fritjof Törnqvist,
"Törnudd, Margit","ks. Niininen, Margit",471,471,1,20,1,Margit Törnudd,
"Töyrylä, Timo Sakari",,471,471,48,2127,0,Timo Sakari Töyrylä,11.8.1921
U.K.,"ks. Kailas, Uuno",471,471,1,16,1,U.K.,
"Ukkonen, O.","ks. Nuorto, Olli",471,471,1,16,1,O. Ukkonen,
"Unho, Kaarle","ks. Karpala, Kalle",471,472,2,45,1,Kaarle Unho,
"Unho, Kaino Ilmari","Jaakko Jaakonpoika, Ilona Kerekes",472,472,18,713,0,Kaino Ilmari Unho,22.10.1906
Unilukkari,"ks. Kailas, Uuno",472,472,1,16,1,Unilukkari,
"Uolevi, Matti",,472,472,2,61,0,Matti Uolevi,
"Uoma, Olavi","ks. Santavuori, Martti",472,472,1,22,1,Olavi Uoma,
"Uotila, E.I.",Erkki Ireneus Uotila,472,472,7,264,0,E.I. Uotila,11.12.1907
"Uotila, Erkki Antero",Antero Kalliokoski,472,472,29,1100,0,Erkki Antero Uotila,28.3.1904
"Upari, Heikki",Kauko Tapio Heikkilä,472,473,49,2066,0,Heikki Upari,3.2.1910
Uppercut,"ks. Halme, Yrjö",473,473,1,15,1,Uppercut,
"Uramo, Apso",Albert Paavilainen,473,473,18,741,0,Apso Uramo,17.7.1892
"Uskali, Tero","ks. Hirvonen, Kaarle ja Tapola, Selim",473,473,1,37,1,Tero Uskali,
Utelias,"ks. Rydberg, Kaisu-Mirjami",473,473,1,26,1,Utelias,
"Utrio, Urho Uljas Untamo",Uumo; vteen 1927 Ulven,473,473,45,1838,0,Urho Uljas Untamo Utrio,22.4.1905
Uumo,"ks. Utrio, Untamo",473,473,1,17,1,Uumo,
"Uurto, Iris",aik. Lyyli Ester Mielonen,473,475,154,6805,0,Iris Uurto,28.1.1905
"Uutela, Oskari",,475,475,12,475,0,Oskari Uutela,17.9.1893
V.V.,"ks. Rajakoski, Veikko",475,475,1,21,1,V.V.,
"Vaahersalo, H.",,475,475,2,103,0,H. Vaahersalo,
"Vaahtoluoto, Jalmari","ks. Vaula, Jalmari",475,475,1,18,1,Jalmari Vaahtoluoto,
Vaaka,"ks. Vallinharju, Edith",475,475,1,22,1,Vaaka,
"Vaala, Lauri",Lauri Osmo Ilmari Lastikka,475,475,15,601,0,Lauri Vaala,3.4.1919
"Vaanila, Henrik",ks. Valentin,475,475,1,12,1,Henrik Vaanila,
"Vaara, Elina",Kerttu Elin Vehmas,475,477,193,8530,0,Elina Vaara,29.5.1903
"Vaara, Kaija","ks. Rapola, Sirkka",477,477,1,18,1,Kaija Vaara,
"Vaara, Kaisu","ks. Kallio, Tuulikki",477,477,1,20,1,Kaisu Vaara,
"Vaaramo, Aili",,477,477,2,94,0,Aili Vaaramo,
Vaasan Jaakkoo,Jaakko Oskari Ikola,477,478,97,3790,0,Vaasan Jaakkoo,14.8.1887
"Vaaskivi, T.","Tatu Vaaskivi, aik. Wahlsten",478,479,90,4064,0,T. Vaaskivi,19.12.1912
"Vaassila, Jyrki",Anna Agnes Louhi,479,479,13,505,0,Jyrki Vaassila,15.1.1897
"Vachenfeh, Maj-Lis von","ks-. Rydman, Maja",479,479,1,17,0,Maj-Lis von Vachenfeh,
Vagabond,"Arthur Hjalmar Travers-Borgström,; v:een 1915 Borgström",479,479,11,409,0,Vagabond,14.9.1859
"Vahe, Irja",,479,479,1,44,0,Irja Vahe,
"Vaher, Kaarina","ks. Lönn, Kaarina",479,479,1,17,1,Kaarina Vaher,
"Wahlman, Ida",ks. Raila,479,479,1,9,1,Ida Wahlman,
"Wahlroos, Hanna Sofia",,479,479,4,161,0,Hanna Sofia Wahlroos,10.8.1874
"Wahlroos, Helmer Jarl","ks. Skrivare, Pontus",479,479,1,20,1,Helmer Jarl Wahlroos,
"Wahlsten, Edwin Gregorius",,479,479,13,590,0,Edwin Gregorius Wahlsten,2.3.1872
"Vahtera, Eeva",,479,479,2,87,0,Eeva Vahtera,
"Vainikainen, Veikko","ks. Rajakoski, Veikko",479,479,1,21,1,Veikko Vainikainen,
"Vainio, Charles Edouard Ilmari",Iso Hukka,479,480,19,703,0,Charles Edouard Ilmari Vainio,19.11.1892
"Wainio, J.V.",Yrjö Salmela; Jalo Veikko Wainio,480,480,44,1619,0,J.V. Wainio,26.6.1894
"Vakkilainen, Pauli","ks. Pähkinälinna, Paul",480,480,1,22,1,Pauli Vakkilainen,
"Vala, Erkki","Korpifilosofi, A.R. Torni; Erkki A ugust Valdemar Vala, v:een 1928; Erik Wadenström",480,481,51,2013,0,Erkki Vala,17.12.1902
"Vala, Katri",Karin Alice Heikel,481,482,132,5988,0,Katri Vala,11.9.1901
"Valakivi, L.","Lahja J. Aalto; Lahja Johannes Valakivi,; v:een 1930 Aalto",482,482,75,2887,0,L. Valakivi,29.8.1892
Valentin,"Henrik Vaanila; Henrik Ensio Rislakki, v:een 1934 Svanberg",482,484,238,9525,0,Valentin,14.2.1896
"Walkama, Hilda","ks. Walkomaa, Ilta",484,484,1,18,1,Hilda Walkama,
"Valkama, Ville","ks. Vuorinen, Huvi",484,484,1,18,1,Ville Valkama,
"Valkeakylä, Aleksi","ks. Matson, Alex",484,484,1,16,1,Aleksi Valkeakylä,
"Valkeala, Erkki","ks. Valkeila, Erkki",484,484,1,19,1,Erkki Valkeala,
"Valkeila, Erkki",Erkki Valkeala; v:een 1935 Wallenius,484,485,69,2592,0,Erkki Valkeila,21.4.1896
"Walkomaa, Ilta",Hilda Walkama,485,485,3,98,0,Ilta Walkomaa,
"Valkonen, Tatu",Ilmo Kalervo Taavetti Lassila,485,485,54,2267,0,Tatu Valkonen,7.12.1885
"Wall, Wilhelm",,485,485,1,29,0,Wilhelm Wall,
"Wallen, Wäinö",,485,485,1,40,0,Wäinö Wallen,
"Wallenius, Allan Kurt Adolf","Per Nelson, dr Per Nelson",485,486,46,1824,0,Allan Kurt Adolf Wallenius,13.12.1890
"Wallenius, K.M.",Kurt Martti Wallenius,486,487,86,3536,0,K.M. Wallenius,25.7.1893
"Walli, Alli",Alli Matilda Aarnipohja,487,487,64,2569,0,Alli Walli,29.9.1904
"Valli, Kaarlo",,487,487,15,611,0,Kaarlo Valli,4.9.1895
"Valli, Topi Martin",Topi Valli; Topias Valli,487,487,13,460,0,Topi Martin Valli,15.12.1889
"VVallin, Gunnar",,487,488,11,394,0,Gunnar VVallin,5.5.1895
"Vallinharju, Edit Vilhelmiina",Vaaka,488,488,12,430,0,Edit Vilhelmiina Vallinharju,28.9.1906
"Wallis, Vie","ks. Aston, Denys",488,488,1,16,1,Vie Wallis,
"Walpas, Edvard,","ks. Moukka, Mikko",488,488,1,17,1,Edvard Walpas,
"Valpas, Hugo Feeliks",v:een 1905 Faenander,488,488,33,1275,0,Hugo Feeliks Valpas,3.2.1898
"Valpas-Hänninen, Edvard,","ks. Moukka, Mikko",488,488,1,17,1,Edvard Valpas-Hänninen,
"Valros, Fredrik",ks. A-son med ögat,488,488,1,18,1,Fredrik Valros,
"Valta, Essi",Ester Valta,488,489,55,2273,0,Essi Valta,16.8.1905
"Valta, Kauko",Ilpo Kyösti Kaukovalta,489,489,38,1550,0,Kauko Valta,8.2.1913
"Waltari, Mika Toimi","Leo Arne, Kristian Korppi, Nauticus,; Leo Rainio, M. Ritvala",489,495,733,31470,0,Mika Toimi Waltari,19.9.1908
"Walters, Ester",,495,495,8,280,0,Ester Walters,8.5.1879
"Valtonen, Hilja Ester",,495,496,139,5610,0,Hilja Ester Valtonen,30.9.1897
"Valve, K.V.","ks. Arti, V.",496,496,1,12,1,K.V. Valve,
"Walzel, Illo von",,496,496,3,125,0,Illo von Walzel,
"Vammaskoski, Emil",Totuuden ystävä; aik. Fingeroos,496,496,10,357,0,Emil Vammaskoski,8.4.1871
"Vammelvuo, Anja",Anja Leila Hemmikki Pennanen,496,497,113,5016,0,Anja Vammelvuo,7.10.1921
"Vane, Harriet","ks. Erjakka, Helvi",497,497,1,18,1,Harriet Vane,
Vanha-Hako,"ks. Hako, B.",497,497,1,12,1,Vanha-Hako,
Vanha Nunna,"Liisu Augusta Poijärvi, aik. Boijer",497,497,6,244,0,Vanha Nunna,12.5.1886
Vanha Tommo,T. Tomasson,497,497,2,61,0,Vanha Tommo,
"Vanhanen, Taavi",,497,497,2,81,0,Taavi Vanhanen,
"Vankkoja, V.",Vankka Valdemar Vankkoja,497,498,53,2034,0,V. Vankkoja,19.4.1908
"Wanne, Kerttu",,498,498,35,1482,0,Kerttu Wanne,26.7.1905
"Vapaavuori, Tuure Valdemar",,498,498,27,1047,0,Tuure Valdemar Vapaavuori,10.6.1905
"Vappula, Raita",,498,498,2,53,0,Raita Vappula,
"Vara, K.","ks. Mäenpää, Jorma",498,498,1,18,1,K. Vara,
"Warburton, Th.",Thomas Henry Warburton,498,501,291,11478,0,Th. Warburton,4.3.1918
"Varhia, Otto Arvid",aik. Suomi,501,501,50,2023,0,Otto Arvid Varhia,17.9.1910
"Varho, Helka",,501,502,69,2422,0,Helka Varho,31.5.1908
"Varjola, Teodor","ks. Voipio, Väinö",502,502,1,17,1,Teodor Varjola,
"Varjola, T.V.","ks. Voipio, Väinö",502,502,1,17,1,T.V. Varjola,
"Warren, Mary","ks. Aston, Denys",502,502,1,16,1,Mary Warren,
"Varro, Martius","Martti Tertti, v:een 1935 Hertz^ 1906—1922; Sydänheimo",502,502,43,1733,0,Martius Varro,4.3.1898
"Vartiainen, Hilja",Hilja Sipola,502,502,8,288,0,Hilja Vartiainen,1.10.1898
"Vasama, Mauri","Hugo Mauritz Ahokanta,; v:een 1906 Blomqvist",502,502,8,304,0,Mauri Vasama,10.5.1894
"Vasama, Veikko","ks. Vuorinen, Huvi",502,502,1,18,1,Veikko Vasama,
"Vasama, Yrjö Edvard",v:een 1906 Selin,502,503,48,1926,0,Yrjö Edvard Vasama,18.3.1903
"Wasander, Maja",Ester Maria Hjelt,503,503,34,1293,0,Maja Wasander,23.11.1885
Vasara,"ks. Rajakoski, Veikko",503,503,1,21,1,Vasara,
"Vasara, Helvi Helena",H.V.,503,504,118,4397,0,Helvi Helena Vasara,6.7.1910
"Wasastjerna, Monica",Barbro A udusta Maha Monica Backman,504,505,47,1894,0,Monica Wasastjerna,5.3.1908
"Vatjalainen, L.",,505,505,4,113,0,L. Vatjalainen,
"Vaula, Jalmari",Jalmari Vaahtoluoma,505,505,40,1460,0,Jalmari Vaula,12.5.1890
"Veenkivi, Olavi",Arvi Pirttiperä,505,505,9,327,0,Olavi Veenkivi,21.5.1902
"Wegelius, Elli",,505,505,6,204,0,Elli Wegelius,
"Wegelius, Erik",,505,505,2,81,0,Erik Wegelius,
"Wegelius, Harry",,505,505,6,247,0,Harry Wegelius,23.6.1887
"Vehanen, Keio Kosti",,505,506,26,1007,0,Keio Kosti Vehanen,31.8.1887
"Vehkakorpi, T.S.",Toivo Salmon Järvinen,506,506,45,1645,0,T.S. Vehkakorpi,8.6.1890
"Veijo, Viljo","ks. Äikiä, Armas",506,506,1,16,1,Viljo Veijo,
"Veikkola, Nestori",,506,506,7,310,0,Nestori Veikkola,7.7.1884
"Welander, Atle Carl Hjalmar",,506,506,7,264,0,Atle Carl Hjalmar Welander,25.6.1911
Veli Bonifacius,"ks. Jäämää, Ilmari",506,506,1,18,1,Veli Bonifacius,
Veli Giovanni,"H.J.V.; Hillari Johannes Viherjuuri, v:een 1906; Grönroth",506,508,187,7260,0,Veli Giovanni,19.2.1889
"Wendt, Ernst Constantin Willehard von",,508,508,35,1428,0,Ernst Constantin Willehard von Wendt,2.11.1877
"Wendt, Ulla von",,508,508,25,1058,0,Ulla von Wendt,4.5.1917
"Werner, Magda","ks. Aston, Denys",508,508,1,16,1,Magda Werner,
"West, Erkki",Ernst Robert Magnus Winter,508,508,17,671,0,Erkki West,28.12.1857
"Westerberg, Anton","ks. Botvidsson, Än",508,509,2,48,1,Anton Westerberg,
"Westerholm, Greta Helena Maria",,509,509,18,710,0,Greta Helena Maria Westerholm,1.8.1886
"Vesterinen, Irja",,509,509,2,66,0,Irja Vesterinen,
"Westerlund, Nanny Rosalie",Nanny Rosalie Serlachius,509,509,14,512,0,Nanny Rosalie Westerlund,29.4.1895
"Westerlund, Tyra Margareta",,509,509,5,166,0,Tyra Margareta Westerlund,25.4.1878
"Wichman, Eva Aline",v:een 1945 Wichmann,509,510,129,5503,0,Eva Aline Wichman,28.3.1908
"Wickberg, Nils Erik",,510,510,42,1700,0,Nils Erik Wickberg,10.9.1909
"Videskog, Gustaf Selim",v:een 1921 Gustafsson,510,511,17,604,0,Gustaf Selim Videskog,23.5.1903
"Wiedersheim-Paul, Birger Alfred",,511,511,10,394,0,Birger Alfred Wiedersheim-Paul,5.7.1897
"Vihantola, Siiri Margareta",,511,511,12,491,0,Siiri Margareta Vihantola,30.5.1905
"Viherjuuri, H.J.",ks. Veli Giovanni,511,511,1,17,1,H.J. Viherjuuri,
"Vihervaara, Lyyli",v:een 1906 Grönberg,511,511,59,2255,0,Lyyli Vihervaara,3.6.1888
"Vihne, Helmi","Helmi Matilda Tyyni Maria Avarto,; aik. Wilen",511,512,13,493,0,Helmi Vihne,24.3.1898
"Viinikainen, Leo Urho",,512,512,15,640,0,Leo Urho Viinikainen,15.1.1898
"Viinikivi, Alma",,512,512,2,86,0,Alma Viinikivi,
"Viita, Katri","ks. Kallio, Tuulikki",512,512,1,20,1,Katri Viita,
"Viitainoja, Aino","ks. Salla, Aino",512,512,1,15,1,Aino Viitainoja,
"Viitanen, Eero Vihtori",,512,512,18,760,0,Eero Vihtori Viitanen,24.4.1898
"Viitaniemi, Martta",Martta Vilenius,512,512,9,323,0,Martta Viitaniemi,9.5.1910
"Vikla, Heikki","ks. Nuorto, Olli",512,512,1,16,1,Heikki Vikla,
"Wikman, Saara","ks. Virta, Tuula",512,512,1,16,1,Saara Wikman,
"Wikman, T.J.","ks. Lahtimies, T.J.",512,512,1,19,1,T.J. Wikman,
"Wikman, Verna Amalia",,512,512,4,178,0,Verna Amalia Wikman,13.10.1896
"Wikström, Else Emilia",,512,513,4,174,0,Else Emilia Wikström,12.2.1918
Vilcol,"ks. Koljonen, Vilho",513,513,1,19,1,Vilcol,
Vilhelmi,"ks. Seitola, U.",513,513,1,15,1,Vilhelmi,
"Vilho, Artturi","ks. Vuorimaa, Artturi V.",513,513,1,24,1,Artturi Vilho,
"Viljanen, Eva-Lisa",,513,513,6,260,0,Eva-Lisa Viljanen,
"Viljanen, Lauri Sakari",,513,514,189,8499,0,Lauri Sakari Viljanen,6.9.1900
"Viljanen-Lampi, Ester Aleksandra",,514,514,19,828,0,Ester Aleksandra Viljanen-Lampi,18.6.1903
"Viljasalo, Akseli","ks. Multia, A.V.",514,514,1,16,1,Akseli Viljasalo,
"Vilkemaa, Hilja Elina",aik. Vilkman,514,515,14,522,0,Hilja Elina Vilkemaa,24.12.1887
"Willebrand-Hollmérus, Margit von",Margit Hollmerus,515,516,246,9776,0,Margit von Willebrand-Hollmérus,2.4.1894
"Wilton, Roy","ks. Nuorvala, Kaarlo",516,517,2,52,1,Roy Wilton,
"Winter, Ernst","ks. West, Erkki",517,517,1,15,1,Ernst Winter,
"Wirkkula, Eino",,517,517,9,346,0,Eino Wirkkula,8.11.1879
"Virkkunen, Heimer Adolf",v:een 1906 Snellman,517,517,21,818,0,Heimer Adolf Virkkunen,27.10.1899
"Virkkunen, Paavo Emil",v:een 1906 Snellman,517,518,108,4507,0,Paavo Emil Virkkunen,27.9.1874
Virran Ville,V. Virtanen,518,518,3,87,0,Virran Ville,
"Virta, Lauri","ks. Halme, Yrjö",518,518,1,15,1,Lauri Virta,
"Virta, Tuula",Saara Wikman,518,518,4,124,0,Tuula Virta,
"Virta, Tyyne-Maija",,518,518,2,79,0,Tyyne-Maija Virta,
"Virtala, lima",,518,518,11,418,0,lima Virtala,
"Virtanen, Armas A.",,518,518,1,33,0,Armas A. Virtanen,
"Wirtanen, Atos Kasimir",Musketören,518,519,75,3029,0,Atos Kasimir Wirtanen,28.1.1906
"Virtanen, Hilma Matilda",,519,519,8,299,0,Hilma Matilda Virtanen,30.5.1885
"Wirtanen, Johannes",,519,519,35,1421,0,Johannes Wirtanen,27.8.1898
"Virtanen, N.P.",Niilo Paavo Virtanen,519,520,25,1028,0,N.P. Virtanen,18.3.1905
"Virtanen, V.",ks. Virran Ville,520,520,1,16,1,V. Virtanen,
"Virtasalo, A. Emil",Arvo Emil Matti Virtasalo,520,520,11,431,0,A. Emil Virtasalo,16.2.1901
"Visuri, Hannes",,520,520,6,229,0,Hannes Visuri,
"Voionmaa, Eino Wilhelm",E.W„ E.V.; v:een 1906 Nallin,520,521,120,4763,0,Eino Wilhelm Voionmaa,4.10.1872
"Voipio, Väinö Taneli","Björn Sund,Teodor Varjola, T.V, Varjola; v:een 1901 Akerman",521,521,94,3818,0,Väinö Taneli Voipio,11.12.1884
Voix,"ks. Hemdal, Dag",521,522,10,370,1,Voix,
"Wolf, Werner Gerhard Christopher",,522,522,24,990,0,Werner Gerhard Christopher Wolf,8.11.1906
"Voss, Kai",Samuel Henriksson; Getrud Charlotta Zilliacus,522,522,11,350,0,Kai Voss,23.12.1864
"Voutilainen, Lyyli",Outi; Lydia Maria Voutilainen,522,522,14,532,0,Lyyli Voutilainen,20.9.1891
"Voutilainen, Maria","ks. Voutilainen, Lyyli",522,522,1,22,1,Maria Voutilainen,
"Wrede, Brita Anna",,522,522,15,596,0,Brita Anna Wrede,12.8.1894
"Wrede, Mary Helena",,522,523,14,535,0,Mary Helena Wrede,16.1.1892
"Vuo, H.H.","ks. Vuorinen, Huvi",523,523,1,18,1,H.H. Vuo,
"Wuolijoki, Hella","ks. Tervapää, Juhani",523,523,1,20,1,Hella Wuolijoki,
"Wuolijoki, Sulo Ilmiö",,523,523,17,704,0,Sulo Ilmiö Wuolijoki,12.4.1881
"Vuolle, Alpo Viljami",,523,523,57,2377,0,Alpo Viljami Vuolle,7.3.1916
"Vuolle, Olga",Olga Aleksandra Holmberg,523,524,15,611,0,Olga Vuolle,13.3.1894
"Vuorela, Einari",,524,525,170,7521,0,Einari Vuorela,17.8.1889
"Vuorela, Erkki Olavi",,525,525,62,2439,0,Erkki Olavi Vuorela,12.10.1913
"Vuori, Fr.",,525,525,2,78,0,Fr. Vuori,
"Vuorimaa, Artturi V.","Vilho Artturi; Artturi Vilho Vuorimaa,; v:een 1923 Vilhelm Arthur Blomberg",525,526,29,1171,0,Artturi V. Vuorimaa,8.8.1890
"Vuorinen, Hugo Huvi","Ville Valkama, Veikko Vasama, H.H. Vuo",526,526,74,3012,0,Hugo Huvi Vuorinen,7.1.1883
"Vuorinen, Yrjö",/Akseli Armas Yrjö Vuorinen/,526,526,13,480,0,Yrjö Vuorinen,
"Vuoriniemi, J.G.",Johannes Gustaf Vuoriniemi,526,527,19,761,0,J.G. Vuoriniemi,7.4.1891
"Vuorio, Anelma Kaarina",,527,527,23,911,0,Anelma Kaarina Vuorio,21.8.1906
"Vuoristo, P.S.","Paavo Sakari Vuoristo, aik. Friberg",527,527,16,583,0,P.S. Vuoristo,6.6.1869
"Vuosalmi, Annikki",,527,527,2,80,0,Annikki Vuosalmi,
"Vuosaio, Irja","ks. Kallio, Tuulikki",527,527,1,20,1,Irja Vuosaio,
"Vuotila, A.",,527,527,7,269,0,A. Vuotila,
"Wähä-Muotia, Katri","ks. Suoranta, Katri",527,527,1,19,1,Katri Wähä-Muotia,
"Väre, Kalle Evald",v:een 1916 Turkkila,527,528,10,361,0,Kalle Evald Väre,3.10.1889
"Väre, Vappu",Lyyli Hyrske; Lyyli Sigrid Luotonen,528,528,28,977,0,Vappu Väre,5.9.1901
"Värtelä, Frans Oskari",v:een 1936 Farm,528,528,11,427,0,Frans Oskari Värtelä,22.4.1904
"Väänänen, Kaija","ks. Kasurinen, Anna",528,528,1,19,1,Kaija Väänänen,
"Väänänen, Kalle Vihtori","K.V., Laulajapoika",528,529,121,4624,0,Kalle Vihtori Väänänen,22.3.1888
"Yli-Luoma, Eero",,529,529,5,170,0,Eero Yli-Luoma,
"Ylämaa, Tavi","ks. Karhumäki, Urho",529,529,1,19,1,Tavi Ylämaa,
"Yrjänä, Pirkka","ks. Ilmari, Erkki",529,529,1,17,1,Pirkka Yrjänä,
"Zansen, Väinö Fredrik von",,529,529,7,294,0,Väinö Fredrik von Zansen,24.12.1877
"Zilliacus, Gertrud","ks. Voss, Kai",529,530,4,46,1,Gertrud Zilliacus,
"Åhlström, Hugo",,530,530,3,107,0,Hugo Åhlström,
"Åkerholm, Joh.",Johannes Akerholm,530,530,17,657,0,Joh. Åkerholm,16.4.1901
"Åkerman-Tudeer, Maija",Maria Äkerman-Tudeer,530,530,27,1109,0,Maija Åkerman-Tudeer,19.2.1886
"Åström, Emma Irene",,530,530,12,518,0,Emma Irene Åström,27.4.1847
"Åström, Margit","ks. Lööf, Christina",530,530,3,23,1,Margit Åström,
"Äikiä, Armas","Ami Aarto, Viljo Veijo",530,531,64,2585,0,Armas Äikiä,14.3.1904
"Öflund, Ebba","ks. Björkbom-Bäckman, Ebba",531,531,1,26,1,Ebba Öflund,
"Öhmanit, Emil",,531,531,41,1660,0,Emil Öhmanit,25.1.1894
"Öller, Ragnar","ks. Söderskär, Sten",531,532,2,49,1,Ragnar Öller,
"Örnmark, Hanna",Kerttu Johanna Örnmark,532,532,9,306,0,Hanna Örnmark,28.8.1896
"Örnmark, Kerttu","ks. Örnmark, Hanna",532,532,1,18,1,Kerttu Örnmark,
"Östling, Jarl Seth Amatius",,532,532,13,506,0,Jarl Seth Amatius Östling,4.11.1899
